,label,comment
5415,0,芝士 哪里
5416,0,老板 热情 店铺 好找
5417,0,味道 不错 娃娃 喜欢
5418,0,味道 很好 老板 还给 放歌 不错 不错
5419,0,一如既往 地好 还会 继续 光顾
5420,0,味道 不错 老板 热情 免费 提供 烤火 免收 餐具
5421,0,说实话 真心 不好吃 鸡蛋 西红柿 汤面
5422,0,不止 十次 强烈推荐 良心 卖家
5423,0,味道 很好 物美价廉
5424,0,特别 实惠 下次
5425,0,环境 不错 服务态度 一如既往 味道 不错
5426,0,还可以 团下 心里 觉得 一个 价钱 知道 结果 感觉 想象 令人满意 希望 店家 活动 下次 再团 味道 真的 不错 朋友 喜欢 今天 比较 幸运 没有 排队 坐下 之后 瞬间 好多 感觉 时候 有点咸 绝对
5427,1,好长 一根 头发 真的
5428,0,可能 美团 重庆 美好 一次 里面 服务员 态度 认真 做事 负责 青椒 好吃
5429,0,味道 不错 价格 环境 空调 风口 正对着 有点 总体 满意
5430,0,环境 很好 毕竟 装修 有点 味道 牛排 味觉 很好
5431,0,菜品 份量 服务周到
5432,0,顾客 解释
5433,0,还行 几次 味道 环境 还会来
5434,0,实惠 蛋糕 好吃 下次 还来
5435,0,第二次 照片 还可以 nice 赞赞赞
5436,0,风格 独特 好吃 酸梅汤 好喝
5437,0,位置 好找 真的 好吃 很嫩
5438,1,从来 没给 人差 评过 这家 必须 差评 完全 图片 不符 完全 价格 不符 你家 敲诈 东西 里面 头发 很长 一根 头发 打电话 商家 处理 电话 今天 真是 气死
5439,0,味道 不错 三个 人去 鸳鸯锅 清汤 特别 好喝 好久没
5440,0,味道 不错 环境 干净 一般 总体 满意
5441,0,三个 知道 地方 开始 冒雨 地儿 服务 不错 路口 来接 很漂亮 味道 非常 老板 八爪 青瓜 可口 微信 下次 还会来
5442,0,菜品 丰富 味道 很好 同学 三次 每次 惊喜 服务 热情周到 环境 特别 舒服 适合 约会 感觉 好评 好评
5443,1,再也 无爱 一个 苍蝇 真是 倒胃口
5444,1,从来不 喜欢 评论 差评 第一次 昨晚 点来 今天 起来 一直 拉肚子 肚子 一直 科室 医生 坏东西 昨天中午 医院 晚上 烧烤 多余
5445,0,第二次 上次 觉得 分量 太多 吃不完 这次 带上 家人 起来 一百多块 满足
5446,0,环境 优雅 味道 不错 非常 正宗 好吃 老板 服务员 态度 非常 是从 主城 朋友 特别 喜欢 味道 价格便宜 实惠 超级 值得 推荐
5447,0,口味 独特 透心凉 飞扬 第三次 购买
5448,0,不好意思 这么久 评价 蛋糕 好吃 不腻 价格 实惠 下次
5449,0,很好 几次 老板 长得帅 说话 温柔 手卷 味道 很好 满意 希望 老板 多配 几种 团购
5450,0,不错 已经 第一次 老板 热情 有点 说明 分量 真的 超级 爸爸妈妈 里面 胡椒 没有 感觉 隔壁家 健康 以后 还会常来
5451,0,味道 特别 多次 以前 知道 团购 以后 还会 推荐 红汤
5452,0,大薯 不送 番茄酱 包装 很差 脆皮 手枪 很小 不满意
5453,1,很多 最后 结果 失望 没有 一只 小龙虾 整条 扯出来 不用 明说 昨晚 今天 拉肚子 个头 不小 味道 重要 新鲜 伤心
5454,0,强烈推荐 滋补 养生 时尚 美味 健康 干净 卫生 服务周到 巴适
5455,0,难吃 一家 小龙虾 平时 两家 今天 休息 精挑细选 一家 结果 失望 龙虾 个头 没开 肉质 味道 不行 五斤 小龙虾 老板 一瓶 可乐 备注 难道 五斤 小龙虾 一个 晓得 好吃 小龙虾 怎么回事 不会 再点
5456,1,馊的 鸡肉
5457,0,一直 喜欢 还可以
5458,0,口味 不错 份量 比较 精致 凉粉 很辣 价格 比较 性价比
5459,0,两个
5460,1,稀饭 居然 馊的 商家
5461,0,好吃 老板 热情
5462,0,干净 卫生 服务周到 性价比
5463,0,第二次 不错 我超 喜欢 耗儿
5464,0,一共 三次 米线 第一次 货真价实 美味 实惠 吃得饱 第二次 菜少 第三次 米线 再订 估计 只能 送个 盒子 过来
5465,0,菜品 很多 服务员 态度 很好 好吃 下次 还会
5466,0,味道 真的 不怎么样 难吃
5467,0,味道 很好 推荐
5468,0,好吃 服务 很好 男朋友 两个 值得 一去 肥牛 肉片 豆腐 毛肚 银耳汤 西瓜
5469,0,非常 服务 味道 菜多肉
5470,0,三样 糕点 两样 过来 做生意 第一次 遇见 垃圾 行为 知道 一天 会骗 蛋糕
5471,0,难吃 肉得用 放大镜
5472,1,滋味 盛宴 200g 变味 馊了 再也不会 这家
5473,1,今天 朋友 拉肚子 巧合 不要 回访 起话
5474,0,味道 十足 服务 贴心 棒棒
5475,0,顾客 非常 喜欢 还会 继续 光顾
5476,0,新鲜度 一般 味道 比较 没有 重庆 火锅 味道 豆浆 现榨 豆浆 推荐 朋友
5477,0,朋友 蛋糕 特别 好吃 看到 需要 提前 预定 直接 过去 美女 态度 特别 正好 一个 预定 试吃 巧克力 慕斯 好吃 下次 家买
5478,1,一半 必须 差评 鱼丸 起来 凉面
5479,0,告诉 没肉
5480,0,差评 鱿鱼 一根 没有 老板 一点 辣味 没有 咸味 难吃
5481,1,不怎么 好吃 牛肉 木块 一样 里面 土豆
5482,0,以前 觉得 这家 口味 还可以 连续 两次 少送 东西 上次 啥子 这次 要不是 豆干 晓得 一样 太坑
5483,0,不错 地方 好找 菜品 看上去 卫生
5484,1,食品 送来 之后 不成 样子 到处 十块 茄子 根本 不成 样子 翻过来 根本 没法 脆骨 有点 发苦 豆干 太干 肚子 舒服 两天 拉肚子 本来 不想 评论 拉肚子 舒服 消费 本来 应该 开心 美食 结果 却是 不想 看到 其他人 受罪 评论 希望 朋友 看到 评论 之后 谨慎 选择
5485,0,份量 已经 常客 味道 非常 满意
5486,0,味道 好吃 服务 也好 分量足 干净 卫生
5487,0,分量足 两个 吃不完 味道 不错
5488,0,好吃 没有 味道
5489,1,馊的 没有 以前 新鲜
5490,1,发霉 啤酒 真棒
5491,0,下午 一个 人去 哈哈 老板 服务态度 很好 味道 挺不错 鱿鱼 鱿鱼片 鱿鱼 牛肉 荤菜 素菜 品种 一个 加上 十块钱 锅底 店面 好找 银耳汤 饮料 免费
5492,0,不错 茶叶 泡制 无糖 更好
5493,0,位置 好找 味道 菜品 新鲜 份量 老板 热情 强烈推荐
5494,0,去过 多次 觉得 好吃
5495,0,份量 特别 味道 不错 态度
5496,1,皮蛋 瘦肉粥 里面 虫子
5497,0,划算 味道 不错
5498,0,有点 划算 总体
5499,0,东西 好吃 服务态度 超级 强烈推荐
5500,0,味道 不错 环境优美 价格 适中 值得 再次 光顾
5501,0,不错 餐厅 干净 整洁 饭菜 可口
5502,0,老板 很好 送来 很快 蛋糕 造型 美观 好吃 下次 需要 还会 再订
5503,0,味道 棒棒
5504,0,萝卜 鸭子 好喝 老板娘 很好 加菜
5505,0,还可以 还可以 几次 继续
5506,0,老板 很好 环境 不错 分量足
5507,0,好吃 有肉 骨头 不小 团购 划算
5508,0,第二次 今天 香味 好吃 后面 有点咸 可能 是因为 平安夜 关系 今天 晚上 客人 很多 客人 很多 服务员 疏忽 照顾 不到 地方 服务态度 依然 很好 热情 一半 特地来 询问 味道 是否 满意 最后 最后 重点 任性 豪气 老板 圣诞 活动 免费 哈哈 下次 味道 争取 九种 口味
5509,0,口味 很好 服务 很好 喜欢 以后 经常 简直 好吃 环境 无可挑剔 完全 高大
5510,0,菜品 很多 新鲜 每个 两三次 味道 很好 火锅 自助 良心
5511,0,很好 味道 好吃 热情
5512,0,很好 熟悉 味道 已经 几次
5513,1,菜里 像是 头发 东西 反胃
5514,1,包装 名字 品质 粉丝 一股 臭味
5515,0,不错 挺好吃 服务态度 很好
5516,0,很好 一如既往
5517,0,经常 回头客 喜欢 酸奶
5518,0,我加 味道 以前 好吃
5519,0,位置 尚美 国际 旁边 旁边 车站 菜品 很好 份量 也好 啤酒 便宜 味道 够吃 老板 很好 免费 酸梅汤 蛋抄饭 银耳汤 西瓜 花生 物有所值 超级 五分 五分 五分 五分 五分 五分 五分
5520,0,菜品 不错 味道 也好 现在 包房 要收 百分之 服务费 太高
5521,0,难吃 难吃 难吃
5522,0,非常 小吃 水果 蛋糕 凉菜 热菜 菜品 种类 很多 感觉 黑多 生意 火爆 样子 排号 前台 妹妹 服务 很好 下次 一定
5523,0,一直 不错 口味
5524,0,各种 想起 团购 服务员 非常 热情 味道 一如既往
5525,0,菜品 新鲜 多次 唯一 不足 唯怡 没有 换成 一种 玻璃瓶 花生 现在 这种 真的 很难 改进
5526,0,难吃 披萨
5527,0,环境 典雅 布局 很好 服务 周到 中午 不用 排队 等候 味道 价格 非常 亲民 一定
5528,0,今天 块钱 团购 感觉 划算 哈哈哈 中午 人不多 环境 比较 安静 喜欢 比较 喜欢 这家 牛肉 海虾 吃个 服务员 比较 礼貌 不错 好评
5529,0,这是 青菜 莴笋 牛肉 欺骗 顾客 生意 极差
5530,0,非常 浓郁 爽滑 口感 酸甜 草莓
5531,0,不错 喜欢 这家 好吃
5532,0,一如既往 味道 希望 一直 一如既往
5533,0,不好吃 平淡 味道 味道
5534,0,棒棒 味道 正宗
5535,0,味道 很好 便宜
5536,0,第二次 味道 很好 服务态度 很好
5537,0,一如既往 从来 没有 失望
5538,0,味道 霸道 安逸 得板 服务 周到
5539,0,木瓜 雪梨 味道 很好 果汁 好喝 验证 方便
5540,0,第二次 喜欢 酸奶 糯米 软硬 刚好 喜欢 少糖
5541,0,每次 二个 大人 二个 孩子 吃不完 味道 不错 觉得 有点 可能 平时 很少
5542,0,块钱 一盆 豆芽 白菜 鸡杂 太少 发个 借鉴 一下
5543,1,山药 木耳 馊的 根本 没法
5544,0,柚子茶 卡布奇诺 不错 喜欢 卡布奇诺 可爱
5545,0,不错 味道 很棒
5546,1,卫生 卫生 卫生 卫生 卫生 米饭 虫子 恶心 怎么吃 差评 差评 卫生 卫生 卫生 卫生
5547,0,今天 闺蜜 一起 七夕 下午 三个 小时 左右 开心 猫咪 超级 萌萌 爱不释手 东西 好吃 反正 公园 旁边 以后 肯定 会常来
5548,0,干净 卫生 串串 真心 好吃 老板 态度 很好 团购 热情
5549,0,老板 服务 超好 银耳汤 搭配 味道 非常 不错 值得 一试
5550,0,好喝 好评
5551,1,一只 虫 汤里
5552,0,难吃 要死 死难 美团 没有 搞懂
5553,0,做生意 分量 老板 偷工减料 迟早
5554,0,环境 老板 服务态度 味道 确实 不错 坐在 店里 吃面 完全 不像 面店 感觉 海椒 不辣 香勒 两个 女儿 喜欢 面面 最爱 慕斯 蛋糕 哈哈 前天 吃面 店里 交了 小伙伴 女儿 好吃 好玩
5555,0,太小 生意 扩充 店面 味道 不错 值得
5556,0,味道 不错 推荐 湄公鱼 刺少 小吃 好吃
5557,0,味道 很好 喜欢 他家 味道 回头客
5558,0,好吃 几次 服务周到 儿子 喜欢
5559,0,不信 晓得 厉害
5560,0,下单 一个多 小时 中间 三次 电话 商家 答复 校门口 拦到 几分钟 校门口 后头 教学楼 一直 马上 斗到 准确 时间 一直 没有 最后 拿到 外卖 时候 撒子 拦到 外卖 重新 一份 送来 在外 做生意 基本 诚信 麻烦 做到 同一个 寝室 外卖 下单 送到 起码 半个 小时
5561,0,环境 服务 价格 合适
5562,0,一如既往 每次 好吃 烤鱼 不错
5563,0,菜品 新鲜 非常 好吃 味道 霸道 离家 两个 没有 老板 非常
5564,1,两碗 稀饭 一碗 两个 茶叶蛋 一个 臭了 之前 一直 再也 不来
5565,0,味道 不错 服务 很好
5566,0,团购 味道 不错 大碗 很饱
5567,0,非常 好喝 杨家坪 酸奶 这家 好喝 酸奶 不敢恭维
5568,0,蛋糕 不错 字少 不能 评论
5569,0,味道 不错 牛肉 老人家 得动
5570,1,头发 餐具 让我拿
5571,0,还可以 实惠
5572,0,不好吃 送来 速度 挺快
5573,1,味道 平时 差不多 商家 没意思 我点 丝瓜 丝瓜 洗碗 起网 老成 来来来 老板 老板 特殊 礼物 不错 头发 不要 他家 菜品 不好
5574,0,味道 不错 老板 特别
5575,0,特别 难吃 金枪鱼 石锅 ## 鲜虾 冷面
5576,0,店员 态度 周到 热情 烤薯 好吃
5577,0,漏掉
5578,0,还可以 喝醉 乱收费 下次 还来
5579,1,手里 蟑螂 一半 发现 味道不好 罢了 真心 反胃 现在 难受
5580,1,差评 里面 有个 虫子 没洗 干净
5581,0,是不是 顾客 没有 当回事 路程 五分钟 送过来 打开 米线 鸭掌
5582,0,满意 特别 服务态度 味道 非常 不错 每次 必点
5583,0,老板 热情 牛肉 非常 好吃 味儿
5584,0,两次 排队 几个 有点 店面 小小的 没有 地方 味道 盖过 不足
5585,0,味道 不错 几次
5586,1,超级 难吃 个头 很小 分量 很足 味道 材料 别个 加点 海椒 不新鲜 里面 两三根 估计 一轮 吃剩 黄瓜 可能 干净 超过 十根 做饭 一眼 知道 剩菜
5587,1,一直 这家 今晚 居然 第二份 有个 虫子 真导 胃口
5588,0,味道 非常 服务态度 非常 环境 很好 朋友 一起 聚会 重要 味道 非常 强烈推荐
5589,0,哎哟 不错
5590,0,今天 父亲节 爸爸 海鲜酒楼 满满的 一大 桌子 丰富 菜品 味道 不错 环境 也好 值得 推荐
5591,1,nbsp 饭有 头发 nbsp 木耳 nbsp 珍珠奶茶 没有 珍珠 nbsp
5592,0,很棒 很久没 吃火锅 味道 很好 赞赞赞 五香 毛肚 火腿 千源鲜 毛肚 香菜 牛肉丸 鹌鹑蛋 笋片 毛肚 王老吉 九宫格 五花肉 鸭血 鸭血 米饭 牛肚 重庆 九宫格 毛肚 鸭肠 牛肉丸 鱼头 梅子 杨梅 鲜鸭肠 笋子
5593,0,这家 服务员 态度 很好 巴南 万达 态度 好太多
5594,0,环境 不错 味道 菜品 比较 新鲜
5595,0,一如既往 味道 很好 强烈推荐
5596,0,菜品 丰富 味道 服务 周道
5597,1,绝对 夸张 猪肝 炒熟 味道 拉肚子
5598,0,多次 很棒 一家 寿司 海虾 芒果 肥牛 日式 料理 炸虾 天妇 海鲜 炒饭 拉面 秋刀鱼 樱花 香芒 猪扒 海鲜 生菜 三文鱼 刺身 土豆泥 什锦 生 沙律 有头 金枪鱼 刺身 三文鱼 加洲 三文鱼 刺身 泡菜 肥牛 石锅 蟹肉 芒果 三文鱼 寿司 肥牛 豆腐 地瓜 天妇 生鱼片 泡菜 牛肉 石锅 三文鱼 沙拉 芒果 寿司 蟹肉 寿司 天妇 罗炸 大虾 拉面 炸虾 寿司
5599,0,味道 特别 强力 推荐 哈哈哈哈 哈哈哈
5600,0,味道 速度 好吃 下次 这家
5601,0,斤两 少太多 蟹黄 带苦 差评
5602,1,一点 不好吃 不新鲜
5603,0,味道 不错 值得 推荐
5604,0,飞鱼 籽蟹 手卷 里面 肉松 鱼子 好像 黄瓜 大概 整个 手卷 四分之一 左右 味道 喜欢 米饭 没有 喜欢 这种 寿司 味道 性价比 还可以
5605,0,不错 态度 服务 很好
5606,0,东西 东西 压坏 没有 一人 套餐 ## 大份 米饭
5607,1,拉肚子 上次 东西 一份 结果 这次
5608,0,味道 很棒 觉得 唯一 不足 没有 几丝 肉肉 里面 奶茶 好喝
5609,0,真的 挺好吃 一次 一下 炒年糕
5610,1,一颗 不想 深海 鳗鱼 堡里 居然 虫子 无语
5611,1,知道 发霉
5612,0,罗莎 蛋糕 几乎 没有 折扣 实际上 价格比 周边 面包 价格 略低
5613,0,感觉 生意 老板娘 漂亮 哈哈哈 哈哈
5614,0,好好 味道 分量足 老板 服务
5615,0,几次 主要 感觉 还好 办法
5616,0,东西 太少 特别 排骨 今天 完全 不够
5617,1,第一次 点菜 满怀 高兴 吃饭 确因 这干锅 味道 影响 食欲 排骨 异味 希望 店家 改进
5618,0,菜品 很好 好吃 还会
5619,1,昨晚 开始 拉肚子 现在
5620,1,没有 两口 看到 一根 男士 头发 之后 没有 心情 翻开 一看 几大根 里面 下次 不能 厨师 带个 帽子 真的 生气 第一次 点餐 出现 这种 情况
5621,1,态度 送得慢 沟通 困难 难吃 太少 卫生 菜凉
5622,0,口味 非常 价格 实惠 出差 路过 非常 下次 机会 还会来
5623,0,多次 不错 每次 菜品 差不多
5624,0,我点 换成
5625,0,经常 味道 真的 不错 值得
5626,0,不错 几次 男朋友 环境 很好 菜式 不错 喜欢
5627,0,富安 百货 新开 一家 味道 一样 店员 小妹 也好
5628,0,味道 特别 环境 不错 感觉 有味 不愧为 火锅 美团 看到 第一次 下次 家人 起来 店里 服务 很好 满意 一次 团购 感谢 美团 忠实 粉丝 值得 推荐 一家 火锅
5629,0,我家 楼下 味道 不错 老板 人好
5630,0,朋友 几次 服务
5631,1,千万别 这家 nbsp 没开 看见 一根 头发 nbsp nbsp 筷子 nbsp 不止 一根 nbsp nbsp nbsp 煮面 nbsp
5632,0,必须 五星 服务态度 很好 下午茶 真是 棒极了 多次 一如既往
5633,0,送来 时候 冷透
5634,0,不想 不要 点半 都还没 电子 不行 不要
5635,0,去过 几次 孩子 喜欢
5636,1,不好吃 面皮 关键 娃娃 拉肚子 医院 知道 食物 问题 原因 反正 脱水
5637,0,味道 不错 老板 人好
5638,0,味道 环境 棒棒
5639,0,老板 很好 安静 适合 聊天
5640,1,黑得 开胃菜 很大 怪味
5641,0,难吃 确定 酸菜鱼 酸菜鱼 鱼头 没有 看见 一块 鱼肉
5642,0,味道 真是 相当 巴适 鱼麻得 够味 分量足 凉菜 不错 三个 打包 以后 还会
5643,0,环境 味道 麻菌花 味道 地道
5644,0,多次 一如既往 满意
5645,0,环境 比较 干净 味道 还可以 价格 实惠
5646,0,很好 地方 方便 三号 背后 几个 年轻人 做事 麻利 菜品 丰盛 味道 不错 团购 三个 足够 划算
5647,0,态度恶劣 难吃 两个 结果 一模一样 两个 打电话 老板 电话 再也 不要 这家
5648,0,条件 不错 好耍
5649,0,环境 味道 离家 方便 服务员 吴优 态度 很好 下次 还来
5650,0,这是 炸鸡 炸面 鸡排
5651,1,拉肚子 早晚 要开 早点 关门 好点
5652,0,环境 味道 也好 服务 不错 适合 无聊 时候 坐坐 棒棒
5653,0,味道 老板 也好 免费 药酒
5654,0,味道 不错 第二次 wifi 一直 维护
5655,1,毛血旺 小强 恶心 就事论事 一个 订单 好评 只能 差评
5656,0,味道 非常 不错 喜欢 咖喱 猪颈肉 菠萝 木瓜 小朋友 非常 猪颈肉 菠萝 海鲜 炒饭 咖喱 牛腩 经典 小食 拼盘 炭燒 豬頸肉
5657,0,厨师 怎么吃 已经 不行 看吧 小小 部分
5658,0,几年 一年四季 一个 三峡 广场 几家 还可以
5659,0,蛋糕 美丽 实惠 喜欢 还可以 感觉 棒棒 图片 一模一样 味道 不难 感觉 很腻 不错 喜欢 喜欢 喜欢 以后 还会 天使 蛋糕 美人鱼 可爱 好评 好评 好评
5660,0,玩意 骗人
5661,0,老板 服务态度 很好
5662,0,味道 不错 人气 汤圆 银耳 免费 提供 服务员 态度 很好 大赞
5663,0,不好吃 更气 货都 送到 手上 直接 消防栓 里面 打电话 再也 不想 这家
5664,0,味道 份量 两个 女生
5665,0,味道 不错 饭店 里面 超微 有点 感觉
5666,0,老牌 麻辣烫 干净 卫生 价廉 多次 光顾 不同 区域 值得 购买
5667,0,一如既往 好次 分量 真的 很足 推荐
5668,0,榴莲 千层 蛋糕 真的 有毒 中毒 真的 几次 奶油 新鲜 榴莲 完美 结合 欲罢不能 好吃 榴莲 真的 品质 不错 没有 买家 太少 偶尔 小块 榴莲 幸福 发现 线上 购买 榴莲 千层 蛋糕 再也 没有 去过 实体店 发现 幸福 西饼 再也 没有 买过 线上 店铺 目前 幸福 西饼 发现 性价比 最高 一家 还会 继续 光顾 完全 抵挡不住 诱惑
5669,0,没有 想象 美味 毕竟 工作餐
5670,0,烤鱼 好吃 一家 特别 推荐 香味 超级 好吃 每周 必吃 一家 烤鱼 香纸 草鱼 鱿鱼 泡椒 鲫鱼 豆皮 鹌鹑蛋
5671,0,服务态度 超赞 团购 划算 大人 一个 小孩 两个 吃得饱 饱滴
5672,0,系统 打电话 之后 一直 下面 拿餐 没有 等到 快递 打电话 没有 接到 电话 过去 态度 特别 不好 骂人 下去 拿餐 时候 发生 直接 冲突 快递 一直 脏话 差评 无所谓 投诉 无所谓 消费者 这种 欺负 表示 不会 再次 购买 建议 不要 购买 免得 快递 差评 收到 快递 电话 骚扰 我会 选择 报警
5673,0,上菜 速度 美团 价格 实惠 不错
5674,0,酸辣粉 肉串 一股 腥味
5675,1,态度 极其 恶劣 说好 退款 立马 拉黑 顾客 电话 这种 火锅店 还可以 经营 下去 送来 臭的 送餐 一个半 小时 送到 农场 回来 现杀 食物 臭的 不了 两句 顾客 电话 立马 拉黑 态度 不好 必须 投诉 到底
5676,1,真的 难吃 一股 味道 两个 不想
5677,1,红提 一股 臭味
5678,0,味道 不错 多次
5679,0,帮帮 男朋友 一起 下次
5680,0,好吃 服务态度 好吃 好吃
5681,0,排队 排队 排队 很多 排队
5682,0,口味 超级 给力 价格 绝对 实惠 请客吃饭 必来
5683,0,一块钱 好吃 鲫鱼 划算
5684,0,挺好吃 肥而 不腻 很好 不腻 三个
5685,0,味道 不错 牛筋 好吃 丸子 也好
5686,0,不好吃 不好吃 放在 汉堡 里面 蔬菜 怎么吃 鳕鱼 条才 太坑 鸡块 味道 不对头 说不出 味道 反正 差差
5687,0,配送 取消 订单 忙事 饿着肚子 一个多 小时 打电话 过去 得知 配送 发条 信息 这是 商家 待客之道 真的 佩服 商家 礼仪 真是 建议 下单 朋友 看看 商家 评价
5688,1,非常 糟糕 简直 可怕
5689,0,第一次 烧烤 油撒 到处 筷子 备注 单独 一起 过分 豆干 召皮 里面 沙子 仔细 一看 味精 全是 颗粒 没有 tm 下去 赶紧 倒闭
5690,0,好吃 新鲜 现杀 服务员 热情
5691,0,好吃 菜品 非常 丰富 饮料 牌子 店面 宽阔 一直
5692,0,味道 分量足 老板 热情 必须
5693,0,十万个 好评 棒棒 两个 美女 态度
5694,0,味道 价格 满意 柚子茶 好喝 这次 至尊 披萨 下次 准备 口味
5695,0,我点 盒饭 一盒 干脆 连菜 不要
5696,0,好吃 这家 味道 很好 下次 光顾
5697,1,干锅 蟑螂
5698,0,份量 味道
5699,0,顾客 高兴 团购 清汤 不好吃 喜欢 红汤款 之前 不用说 团购 结帐 直接 出示 没有 歧视
5700,0,看上去 不错
5701,0,味道 不错 态度
5702,0,下次 不想
5703,0,不错 不错 烩饭 分量 很足 好吃
5704,0,还行 服务 热情 下饭
5705,0,味道 不错
5706,0,羊子 费用 比较 公道 服务 基本 有求必应 一个
5707,0,秀湖 大门 斜对面 好找 验证 挺快 装修 不错 包房 收费 菜品 新鲜 麻辣 牛肉 只准 三秒 一样 土猪 五花肉 招牌 深海鱼 好吃 特色菜 自制 豆腐 豆芽 红汤 锅底 黄牛 菌菇 锅底 居然 只多收 鸡精 味精 及其 添加 鲜香 上火 饮料 单独 在外 饮品 水准 分量足 居然 没有 服务员 很好 小朋友 另加 一份 一根 打包
5708,0,味道 不错
5709,0,海鲜 味道 不错 适合 品尝 两个 足够
5710,0,请客 不错 选择 味道 不错
5711,0,特别 划算 好多 肉肉 好吃
5712,0,真的 好吃 甜而不腻 送货上门 服务态度 超好
5713,0,味道 确实 大赞 强烈推荐 份量 特别
5714,0,超级 难吃 一口 扔掉
5715,0,不要 甜肠 没有
5716,0,菜品 新鲜 味道 很香 好吃 已经 多次 环境 服务 还会 价格 实惠
5717,0,太坑 啥子 枣肠 火腿肠 不要 正规 图片 消费者 请问 筷子 是不是 图片 一样
5718,0,物美价廉 上菜 好评 满分
5719,0,分量 很足 经典 酸辣 顺水 凉粉 豌豆 公司 聚餐 经常 喜欢
5720,0,便宜 重要 味道 不错 满意
5721,0,团购 力度 服务 人员 一直 热情 特别 领班 上菜 速度 比较 推荐
5722,0,准时 男朋友 高兴 好评
5723,0,好找 味道 不错
5724,0,确实 实惠 味道 很棒
5725,1,图片吧 虫 恶心
5726,0,很棒 团购 自助 划算 喜欢 经常
5727,0,菜品 味道 打包 回来 好吃
5728,0,必胜客 楼上 位置 好找 布置 地中海 风格 清新 感觉 整体 环境 不错 适合 聚会 菜品 新奇 上菜 速度 超快 吐气 慕斯 朋友 觉得 很赞 喜欢 小鸭 梅子 老板 年轻 帅哥 礼貌 感觉 温馨 下次 聚会 再次
5729,0,划算 味道 一般 感觉 特别 好吃
5730,1,骨肉相连 变味 馊了
5731,0,味道 不错 好多 位来 甜味
5732,0,环境 优雅 性价比 非常 适合 几个 朋友 一路 适合 朋友
5733,0,性价比 交高 一顿 晚餐 三个 大人 一个 孩子 没有 元贝 没有 生 服务 比较 时候 闻到 骨头 味道 白得 怀疑 知道 是不是 奶粉
5734,1,今天 头发 无语 无语 吵架
5735,0,等待时间 太久 口味 一般 里面 蚊子 服务 热情 不了 口味
5736,1,菜豆 干是 馊的
5737,0,好吃 已经 多次 家人 朋友 一如既往 喜欢
5738,0,两人餐 分量 充足 菜品 新鲜 味道 超级 美味 服务态度 挺不错 推荐
5739,0,菜品 分量足 服务态度 环境 优雅 过后 没有 一点 油烟味 价格 便宜
5740,0,菜品 多且 丰富 尤其 喜欢 素食 朋友 素食 新鲜 不错 不错
5741,0,第一次 卖家 差评 酸菜鱼 估计 出生 看到 几片 味道 个酸 死人 麻婆豆腐 豆腐 老得 要死 简直 三观 糖醋 里脊 分量 不少 不好吃 比前 两样 点儿 怀疑 是不是 找到 黑作坊 反正 几口 倒掉
5742,0,不错 两人 套餐 三个 分量足 餐前 赠送 一碟 美味 小吃 米饭 地外 不错
5743,1,恶心 菜里 苍蝇
5744,0,没有 难吃 难吃
5745,0,非常 满意 味道 没得说 好吃 吃遍 烤鱼 这才 真正 重庆 万州 烤鱼 烤鱼 烤鱼 不算什么 没有 正宗 万州 烤鱼 不算 真正 烤鱼 重庆 香辣 入味 不想 商场 商业中心 烤鱼 老板娘 负责 烤鱼 老板 负责 摔死 鱼称 小时 时间 多条 活鱼 变成 麻辣 香嫩 诱人 烤鱼 生意 不贵 一斤 鱼肉 好多 配菜 左右 足够 团购 划算 不到 人餐 两个 很饱 一半 打包 热腾腾 香喷喷 划算 美味
5746,0,配送 速度 太慢 送来 分量 原来
5747,0,商家 沟通 困难 商家 态度恶劣
5748,0,环境 知道 外卖 味道 不错 已经 多次
5749,0,全翅 没有 没有 退钱
5750,0,一如既往 不错 下次 还来
5751,0,两个 小时 心里 千万个 奔腾
5752,0,老板 态度 真的 到底
5753,0,老板 服务态度 很好 好吃 蟠龙 挺辣 够味
5754,0,味道 很好 服务 周到 菜品 新鲜
5755,0,挺不错 店主人 很好 送到 以后 肯定 还来
5756,0,味道 包装 很好 可乐 忘记 配送 第二天 可乐 小事 守信 没话说
5757,0,份量 只够 炒饭 酸梅汤 很好
5758,0,味道 不错 喜欢 口味
5759,0,口味 不错 还可以 时候 人不多 多长时间
5760,0,一份 秘制 鸡翅 真是太 欺负 再也 不想 美团
5761,0,好友 推荐 酸奶 好吃 好吃 酸奶 牛奶 里面 东西 很多 好吃 还会
5762,1,里面 有虫 超级
5763,1,里边 一只 苍蝇 卫生
5764,0,味道 花园式 大排档 环境 一般 大排档 环境 适合 朋友 家长 聚会 特别 有个 露台 娃儿 高兴
5765,0,只能 难吃 感觉 八分 粘米 糯米 好少
5766,0,疯狂 土豆 味道 鱼排 一块
5767,0,菜品 不错 服务周到
5768,0,还可以 比较 优惠 味道 不错
5769,0,烧鸭 不好吃
5770,0,第二次 特色 喜欢 他家 烤牛肉
5771,0,蛋糕 挺好吃 很漂亮 老板 态度 也好 生意兴隆
5772,0,味道 很好 已经 去过 多次 值得
5773,1,差评 臭的
